229024438631407	886081061673320	393717538521204	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
229024438631407	886081061673320	393717538521204	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
229024438631407	886081061673320	191961812114420	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
309404438710318	886081061673320	519233666273133	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
372258877929727	886081061673320	748440600151122	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
185752033733034	886081061673320	393717538521204	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
365777545070677	886081061673320	868193719709894	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
988273505777093	886081061673320	191961812114420	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	1.0	31.0	0.0	0.0	0.0	0.0	0.0
988273505777093	886081061673320	191961812114420	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
988273505777093	886081061673320	191961812114420	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
988273505777093	886081061673320	191961812114420	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
698514377078565	886081061673320	191961812114420	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
345844796253247	886081061673320	140423396690055	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
345844796253247	886081061673320	140423396690055	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
959181755601223	886081061673320	462020171123558	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
925679025126137	886081061673320	585320097093670	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
861449888151059	886081061673320	653893060199964	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
861449888151059	886081061673320	653893060199964	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
174386603351810	886081061673320	191961812114420	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
240367478196077	886081061673320	452046040056913	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
240367478196077	886081061673320	452046040056913	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
240367478196077	886081061673320	452046040056913	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
240367478196077	886081061673320	452046040056913	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
926031207012488	886081061673320	296982143684660	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
959877596477943	886081061673320	346737827850871	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
363706249896661	886081061673320	148991903376488	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
130747717629710	886081061673320	11448516049669	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
580046751977950	886081061673320	430854209053232	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
580046751977950	886081061673320	430854209053232	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
275121653084469	886081061673320	272092816926800	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
772278172603423	886081061673320	544134814593930	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
420655545909311	886081061673320	86803190207503	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
231490433001755	886081061673320	507806464803979	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
231490433001755	886081061673320	507806464803979	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
858577069492042	886081061673320	145731553992279	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
858577069492042	886081061673320	145731553992279	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
858577069492042	886081061673320	145731553992279	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
903508470234153	886081061673320	557716055815515	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
125843611138102	886081061673320	996956821024519	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
125843611138102	886081061673320	996956821024519	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
626819781577978	886081061673320	353236799922855	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
222515477293371	886081061673320	748440600151122	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
222515477293371	886081061673320	748440600151122	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
51004345027755	886081061673320	284034469716360	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
2701436951778	886081061673320	349799479289232	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
2701436951778	886081061673320	349799479289232	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
2701436951778	886081061673320	349799479289232	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	1.0	12.0	0.0	0.0	0.0	0.0	0.0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
431105147224943	886081061673320	738718770281904	925659296341771	925659296341771	925659296341771	969275252572735	954678528402099	148724354523068	1	0	0	0	0	0	0	0
